prompt_id	condition_family	layer	position_label	token_position	token_string	feature_id	activation	rank	base_prompt_token_count	full_prompt_token_count	forced_prefix_token_count	generated_token_count
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	11207	0.36985838413238525	5	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	5075	0.347913533449173	6	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	23186	0.34671473503112793	7	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	14161	0.34213003516197205	8	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	1103	0.30989891290664673	9	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	7238	0.30787843465805054	10	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	105	0.28606635332107544	11	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	16475	0.2854975461959839	12	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	11362	0.2769516110420227	13	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	4543	0.27650633454322815	14	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	10877	0.2602185606956482	15	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	26056	0.26021045446395874	16	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	9814	0.252658486366272	17	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	21228	0.22851094603538513	18	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	6665	0.22795887291431427	19	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	10216	0.22344852983951569	20	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	11464	0.21546606719493866	21	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	20885	0.2153569459915161	22	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	27541	0.21107912063598633	23	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	27199	0.2091391384601593	24	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	26967	0.20665928721427917	25	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	14442	0.20610065758228302	26	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	29214	0.20322167873382568	27	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	31379	0.19949346780776978	28	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	11541	0.1979348361492157	29	221	221	0	24
