prompt_id	condition_family	layer	position_label	token_position	token_string	feature_id	activation	rank	prompt_token_count	generated_token_count
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	15954	0.3199929893016815	11	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	29524	0.27269965410232544	12	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	6429	0.2638034522533417	13	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	18198	0.2608560025691986	14	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	599	0.25835278630256653	15	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	6021	0.2576093077659607	16	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	32698	0.2519090473651886	17	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	26684	0.24705778062343597	18	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	25001	0.24201038479804993	19	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	27342	0.23426660895347595	20	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	25575	0.22705078125	21	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	12320	0.22330112755298615	22	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	5257	0.2203638255596161	23	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	7982	0.21944402158260345	24	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	17394	0.2178441286087036	25	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	13916	0.2072371244430542	26	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	13061	0.20044679939746857	27	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	8418	0.19646872580051422	28	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	23977	0.19413265585899353	29	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	15560	0.18886525928974152	30	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	17869	0.1873953640460968	31	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	7163	0.18659767508506775	32	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	14614	0.18549610674381256	33	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	15076	0.18123851716518402	34	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	8882	0.18120433390140533	35	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	30033	0.18050283193588257	36	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	2722	0.17661349475383759	37	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	8216	0.1755930781364441	38	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	11456	0.17529061436653137	39	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	30453	0.1743798851966858	40	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	7108	0.17222589254379272	41	93	127
